priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,order_strategy,recommended_order_basis,promo_units_expected_to_sell,stock_needed_for_promo_sales,stock_needed_to_finish_with_target_cover,order_needed_to_cover_promo_sales,order_needed_to_reach_full_stock_target,full_target_order_units,recommended_promo_cover_order_units,recommended_base_stock_order_units,commercial_recommended_order_units,recommended_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,raw_model_order_units,operator_review_order_low_units,operator_review_order_high_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,target_stock_on_hand_at_promo_end_units,total_expected_demand_to_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,stock_target_conflict_flag,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes,promo_portion_visible,base_portion_visible,partial_or_full,gap_explained
1423,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,71548,Mf Divine Lash Masc Wp,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,raw_model_order,0.786,0.786,30.0,1,30,31,1,5,6,6,0,25,25,25,0.194,0.194,6,6,31,30.786,0.0,6.0,1,0,1.0,30.0,1.786,5.214,50.0,0.786,12.46,29.39,57,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 0.8 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 1 units; base-stock replenishment gap 30 units; raw model 6; commercial recommended promo 1 + base 5 = 6. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
1424,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,103912,Rim Cover Stick Soft Honey,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.786,0.786,3.367,0,3,3,0,0,0,0,0,3,3,3,0.0,0.0,0,0,3,4.153,0.888,0.888,1,0,0.112,3.367,0.898,0.102,50.0,0.786,0.0,2.25,66,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.8 units; base-stock required 3.4 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 3 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1425,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,665877,Loreal Age Perf Cell Day 50M,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.786,0.786,3.367,0,3,3,0,0,0,0,0,3,3,3,0.0,0.0,0,0,3,4.153,0.888,0.888,1,0,0.112,3.367,0.898,0.102,50.0,0.786,0.02,35.28,22,VERY_LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.8 units; base-stock required 3.4 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 3 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1426,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,198714,May Sunkisser Blush 06 Sizzle,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,raw_model_order,0.778,0.778,30.0,0,30,30,0,7,7,7,0,23,23,23,0.233,0.233,7,7,30,30.778,1.0,8.0,2,0,1.0,30.0,1.778,7.222,50.0,0.778,8.86,20.41,68,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.8 units; base-stock required 30.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 0 + base 7 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
1427,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195501,Rim Nail Nurse 7 In 1 Trtmnt,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.778,0.778,3.333,0,2,2,0,0,0,0,0,2,2,2,0.0,0.0,0,0,2,4.111,1.889,1.889,2,0,0.111,3.333,0.889,1.111,50.0,0.778,0.0,4.46,56,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1428,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,190120,E/Pure Buffing Foot File,REVIEW,PARTIAL_PROMO_COVER_REVIEW,none,0.778,0.778,3.333,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,4.111,7.889,7.889,8,0,0.111,3.333,0.889,7.111,30.0,0.778,0.0,7.46,48,LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 7.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
1429,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,65610,No7 Line Correcting Serum 15Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.778,0.778,3.333,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,4.111,2.889,2.889,3,0,0.111,3.333,0.889,2.111,40.0,0.778,0.05,31.37,36,LOW,80.0,HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1430,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,298085,Nivea Q10 Firming Lot +400Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.778,0.778,3.333,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,4.111,2.889,2.889,3,0,0.111,3.333,0.889,2.111,40.0,0.778,0.0,7.45,29,VERY_LOW,80.0,HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,risk_or_review_flag; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1431,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,28180,Aveeno S/Rel Lotion F/F 1L,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.778,0.778,3.333,0,2,2,0,0,0,0,0,2,2,2,0.0,0.0,0,0,2,4.111,1.889,1.889,2,0,0.111,3.333,0.889,1.111,40.0,0.778,0.01,24.46,29,VERY_LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1432,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,32738,Nivea Body Cocoa Btr Ltn 400Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.778,0.778,3.333,0,3,3,0,0,0,0,0,3,3,3,0.0,0.0,0,0,3,4.111,0.889,0.889,1,0,0.111,3.333,0.889,0.111,40.0,0.778,0.0,6.55,28,VERY_LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 3 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1433,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195077,Garn Vit C Micell Water 700Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.778,0.778,3.333,0,3,3,0,0,0,0,0,3,3,3,0.0,0.0,0,0,3,4.111,0.889,0.889,1,0,0.111,3.333,0.889,0.111,50.0,0.778,0.01,18.69,23,VERY_LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 3 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1434,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,24925,Olay Regen M/Sculpt Ffree 48G,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.778,0.778,3.333,0,2,2,0,0,0,0,0,2,2,2,0.0,0.0,0,0,2,4.111,1.889,1.889,2,0,0.111,3.333,0.889,1.111,50.0,0.778,0.01,32.84,23,VERY_LOW,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1435,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,32641,Olay Regen Rev Hydr Cr Uv 50G,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.773,0.773,3.312,0,3,3,0,0,0,0,0,3,3,3,0.0,0.0,0,0,3,4.085,0.89,0.89,1,0,0.11,3.312,0.883,0.117,50.0,0.773,0.01,9.34,66,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 3 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1436,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,196000,May Build A Brow 259 Ash,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.773,0.773,3.312,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,4.085,2.89,2.89,3,0,0.11,3.312,0.883,2.117,50.0,0.773,0.01,7.0,64,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1437,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,189251,May Inst Perfect Glow Medium,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.773,0.773,3.312,0,3,3,0,0,0,0,0,3,3,3,0.0,0.0,0,0,3,4.085,0.89,0.89,1,0,0.11,3.312,0.883,0.117,50.0,0.773,0.01,8.6,63,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 3 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1438,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195414,Npmu Pro Fix Stick Nutmeg,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.765,0.765,3.277,0,3,3,0,0,0,0,0,3,3,3,0.0,0.0,0,0,3,4.042,0.891,0.891,1,0,0.109,3.277,0.874,0.126,50.0,0.765,0.0,5.25,64,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 0.8 units; base-stock required 3.3 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 3 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1439,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,95495,Rexona Wmn Deo Frsh Ctrs 230Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,raw_model_order,0.75,0.75,30.0,0,30,30,0,7,7,7,0,23,23,23,0.233,0.233,7,7,30,30.75,1.0,8.0,2,0,1.0,30.0,1.75,7.25,50.0,0.75,3.58,10.9,65,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.8 units; base-stock required 30.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 0 + base 7 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
1440,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,95494,Rexona Wmn Deo Wild Rose 230Ml,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,raw_model_order,0.75,0.75,30.0,0,30,30,0,7,7,7,0,23,23,23,0.233,0.233,7,7,30,30.75,1.0,8.0,2,0,1.0,30.0,1.75,7.25,50.0,0.75,3.58,10.88,65,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,1,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.8 units; base-stock required 30.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 0 + base 7 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,partial,True
1441,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,69210,Dr Lew Lscs8 Night Crm 30G,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.75,0.75,3.214,0,2,2,0,0,0,0,0,2,2,2,0.0,0.0,0,0,2,3.964,1.893,1.893,2,0,0.107,3.214,0.857,1.143,50.0,0.75,0.0,21.4,68,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.9; promo cover required 0.8 units; base-stock required 3.2 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 2 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
1442,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,186414,Rim Thrill Sker Masc Extm Blk,REVIEW,BASE_STOCK_REPLENISHMENT_REVIEW,none,0.75,0.75,3.214,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,3.964,2.893,2.893,3,0,0.107,3.214,0.857,2.143,50.0,0.75,0.14,5.04,68,MEDIUM,86.0,VERY_HIGH,REVIEW_DEMAND_EVIDENCE,0,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.9; promo cover required 0.8 units; base-stock required 3.2 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Unsafe or fallback promo demand source,,YES,promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,none,True
